response_id,response_uid,model,condition,status,n_products,n_chars,n_unparsed_amounts,n_ranges,n_loose_amounts,mixed_units,amount_kind,unit_basis,pct_sum,budget_chf,amount_sum_chf,written_currency,non_chf_currency,flat_full_budget,budget_utilisation
35,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|22,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,55,0,0,0,False,currency,prompt,,10000.0,10000.0,,False,False,1.0
36,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|23,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,75,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
37,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|25,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,71,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
38,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|27,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,74,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
39,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|26,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,92,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
40,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|30,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
41,exchanges-general-term_environment|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,exchanges-general-term_environment,valid,4,67,0,0,0,False,currency,reported,,,100000.0,USD,True,False,
42,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|29,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
43,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|28,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,54,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
44,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|31,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
45,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|32,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
46,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|33,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
47,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|35,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,71,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
48,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|37,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,58,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
49,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|36,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,101,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
50,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|39,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
51,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|40,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,72,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
52,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|41,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
53,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|42,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
54,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|46,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,58,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
55,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|44,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,73,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
56,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|47,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
57,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|45,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
58,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|38,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
59,exchanges-general-term_environment|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,exchanges-general-term_environment,refusal,0,785,0,0,0,False,none,none,,,,,False,False,
60,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|48,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
61,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|49,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
62,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|50,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
63,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|51,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
64,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|53,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,90,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
65,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|55,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,78,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
66,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|43,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,94,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
67,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|56,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
68,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|57,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,78,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
69,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|54,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,98,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
70,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|58,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,79,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
71,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|60,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,75,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
72,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|61,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,57,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
73,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|63,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,66,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
74,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|59,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,75,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
75,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|62,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,90,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
76,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|65,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
77,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|64,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
78,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|67,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
79,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|68,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
80,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|66,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
81,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|69,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
82,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|70,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,77,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
83,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|71,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,101,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
84,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|1,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
85,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|72,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
86,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|4,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
87,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|2,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,46,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
88,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,2,31,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
89,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|6,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,63,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
90,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|7,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
91,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
92,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|9,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,47,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
93,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|10,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
94,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|8,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
95,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|52,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,5,91,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
96,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|11,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,48,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
97,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|12,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,61,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
98,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|13,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
99,exchanges-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|34,Claude Haiku 4.5,exchanges-general-budget_risk_term,valid,3,57,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
100,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|14,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
101,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|15,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
102,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|16,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
103,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|18,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,67,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
104,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|19,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,67,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
105,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|17,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,67,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
106,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|20,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,51,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
107,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|23,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,67,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
108,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|21,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,50,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
109,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|22,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,67,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
110,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|24,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,65,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
111,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|26,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,71,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
112,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|27,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,75,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
113,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|30,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,71,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
114,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|31,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,75,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
115,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|29,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,75,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
116,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|28,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,75,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
117,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|32,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,71,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
118,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|25,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,75,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
119,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|33,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,69,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
120,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|34,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,71,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
121,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|35,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,71,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
122,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|36,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,4,73,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
123,exchanges-general-budget_risk_environment|claude-haiku-4-5-20251001|20260824_1054|38,Claude Haiku 4.5,exchanges-general-budget_risk_environment,valid,3,52,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
