response_id,response_uid,model,condition,status,n_products,n_chars,n_unparsed_amounts,n_ranges,n_loose_amounts,mixed_units,amount_kind,unit_basis,pct_sum,budget_chf,amount_sum_chf,written_currency,non_chf_currency,flat_full_budget,budget_utilisation
14,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,tokens-general-budget_environment,valid,4,68,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
15,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|17,Claude Haiku 4.5,tokens-general-budget_environment,valid,5,99,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
16,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|19,Claude Haiku 4.5,tokens-general-budget_environment,valid,3,74,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
17,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|14,Claude Haiku 4.5,tokens-general-budget_environment,refusal,0,708,0,0,0,False,none,none,,20000.0,,,False,False,
18,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|21,Claude Haiku 4.5,tokens-general-budget_environment,valid,5,94,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
19,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|23,Claude Haiku 4.5,tokens-general-budget_environment,valid,3,75,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
20,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|18,Claude Haiku 4.5,tokens-general-budget_environment,refusal,0,388,0,0,0,False,none,none,,30000.0,,,False,False,
21,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|20,Claude Haiku 4.5,tokens-general-budget_environment,valid,5,98,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
22,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|25,Claude Haiku 4.5,tokens-general-budget_environment,valid,6,118,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
23,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|24,Claude Haiku 4.5,tokens-general-budget_environment,valid,5,99,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
24,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|29,Claude Haiku 4.5,tokens-general-budget_environment,valid,4,80,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
25,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|22,Claude Haiku 4.5,tokens-general-budget_environment,refusal,0,752,0,0,0,False,none,none,,40000.0,,,False,False,
26,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|30,Claude Haiku 4.5,tokens-general-budget_environment,refusal,0,364,0,0,0,False,none,none,,100000.0,,,False,False,
27,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|28,Claude Haiku 4.5,tokens-general-budget_environment,valid,5,74,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
28,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|27,Claude Haiku 4.5,tokens-general-budget_environment,refusal,0,544,0,0,0,False,none,none,,50000.0,,,False,False,
29,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|32,Claude Haiku 4.5,tokens-general-budget_environment,valid,4,79,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
30,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|31,Claude Haiku 4.5,tokens-general-budget_environment,valid,5,116,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
31,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,tokens-general-risk_term,valid,3,38,0,0,0,False,percent,proportional,100.0,,,,False,False,
32,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|2,Claude Haiku 4.5,tokens-general-risk_term,valid,3,54,0,0,0,False,percent,proportional,100.0,,,,False,False,
33,tokens-general-budget_environment|claude-haiku-4-5-20251001|20260824_1054|26,Claude Haiku 4.5,tokens-general-budget_environment,refusal,0,841,0,0,0,False,none,none,,50000.0,,,False,False,
34,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|1,Claude Haiku 4.5,tokens-general-risk_term,hedged,3,433,0,3,0,False,percent,proportional,95.0,,,,False,False,
35,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|1,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,2,32,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
36,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|7,Claude Haiku 4.5,tokens-general-risk_term,valid,6,53,0,0,0,False,percent,proportional,100.0,,,,False,False,
37,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|8,Claude Haiku 4.5,tokens-general-risk_term,valid,6,133,0,0,0,False,currency,reported,,,11000.0,USD,True,False,
38,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|2,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,2,32,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
39,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|6,Claude Haiku 4.5,tokens-general-risk_term,refusal,0,667,0,0,0,False,none,none,,,,,False,False,
40,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,2,32,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
41,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|4,Claude Haiku 4.5,tokens-general-risk_term,refusal,0,687,0,0,0,False,none,none,,,,,False,False,
42,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|4,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
43,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
44,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|6,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
45,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|7,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
46,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|9,Claude Haiku 4.5,tokens-general-risk_term,refusal,0,976,0,0,0,False,none,none,,,,,False,False,
47,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|9,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
48,tokens-general-risk_term|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,tokens-general-risk_term,refusal,0,1307,0,0,0,False,none,none,,,,,False,False,
49,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|10,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,66,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
50,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|8,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
51,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|12,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,2,34,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
52,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|13,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,68,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
53,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|11,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,66,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
54,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|14,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,68,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
55,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|17,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,87,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
56,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|16,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,86,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
57,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|15,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,68,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
58,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|18,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,86,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
59,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|19,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,69,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
60,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|21,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,72,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
61,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|20,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,72,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
62,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|23,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
63,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|25,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,92,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
64,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|24,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
65,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|26,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,95,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
66,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|27,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,96,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
67,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|28,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,73,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
68,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|22,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,90,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
69,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|30,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,2,39,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
70,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|29,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,73,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
71,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|31,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
72,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|32,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
73,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|33,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
74,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|34,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,6,115,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
75,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|37,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,74,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
76,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|39,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,78,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
77,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|35,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,97,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
78,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|40,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,78,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
79,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|38,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,74,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
80,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|42,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,78,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
81,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|41,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,97,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
82,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|45,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,74,0,0,0,False,currency,prompt,,30000.0,30000.0,,False,False,1.0
83,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|46,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,74,0,0,0,False,currency,prompt,,40000.0,40000.0,,False,False,1.0
84,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|47,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,92,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
85,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|43,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,7,133,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
86,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|49,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,96,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
87,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|36,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,76,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
88,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|48,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,97,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
89,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|52,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,7,102,0,0,0,False,currency,prompt,,40000.0,40000.0,,False,False,1.0
90,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|44,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,7,138,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
91,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|53,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,8,119,0,0,0,False,currency,prompt,,40000.0,40000.0,,False,False,1.0
92,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|54,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,8,155,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
93,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|51,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,6,118,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
94,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|57,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,75,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
95,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|56,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,60,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
96,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|58,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,72,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
97,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|60,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,136,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
98,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|59,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,94,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
99,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|61,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,6,88,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
100,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|55,Claude Haiku 4.5,tokens-general-budget_risk_term,refusal,0,710,0,0,0,False,none,none,,50000.0,,,False,False,
101,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|62,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,6,90,0,0,0,False,currency,prompt,,50000.0,50000.0,,False,False,1.0
102,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|63,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,6,119,0,0,0,False,currency,prompt,,50000.0,50000.0,CHF,False,False,1.0
103,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|64,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,75,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
104,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|65,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,60,0,0,0,False,currency,prompt,,100000.0,100000.0,,False,False,1.0
105,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|67,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,4,80,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
106,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|66,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,3,75,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
107,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|68,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,98,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
108,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|70,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,76,0,0,0,False,currency,prompt,,100000.0,100000.0,,False,False,1.0
109,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|71,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,101,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
110,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|69,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,100,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
111,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|72,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,102,0,0,0,False,currency,prompt,,100000.0,100000.0,CHF,False,False,1.0
112,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|2,Claude Haiku 4.5,tokens-general-budget_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
113,tokens-general-term|claude-haiku-4-5-20251001|20260824_1054|1,Claude Haiku 4.5,tokens-general-term,refusal,0,502,0,0,0,False,none,none,,,,,False,False,
114,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,tokens-general-budget_term,valid,4,63,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
115,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|1,Claude Haiku 4.5,tokens-general-budget_term,valid,4,64,0,0,0,False,currency,prompt,,100.0,100.0,CHF,False,False,1.0
116,tokens-general-term|claude-haiku-4-5-20251001|20260824_1054|2,Claude Haiku 4.5,tokens-general-term,refusal,0,688,0,0,0,False,none,none,,,,,False,False,
117,tokens-general-budget_risk_term|claude-haiku-4-5-20251001|20260824_1054|50,Claude Haiku 4.5,tokens-general-budget_risk_term,valid,5,74,0,0,0,False,currency,prompt,,40000.0,40000.0,,False,False,1.0
118,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|5,Claude Haiku 4.5,tokens-general-budget_term,valid,4,68,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
119,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|6,Claude Haiku 4.5,tokens-general-budget_term,valid,4,68,0,0,0,False,currency,prompt,,1000.0,1000.0,CHF,False,False,1.0
120,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|8,Claude Haiku 4.5,tokens-general-budget_term,valid,4,76,0,0,0,False,currency,prompt,,10000.0,10000.0,CHF,False,False,1.0
121,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|4,Claude Haiku 4.5,tokens-general-budget_term,refusal,0,683,0,0,0,False,none,none,,1000.0,,,False,False,
122,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|7,Claude Haiku 4.5,tokens-general-budget_term,refusal,0,680,0,0,0,False,none,none,,10000.0,,,False,False,
123,tokens-general-term|claude-haiku-4-5-20251001|20260824_1054|3,Claude Haiku 4.5,tokens-general-term,refusal,0,1077,0,0,0,False,none,none,,,,,False,False,
124,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|12,Claude Haiku 4.5,tokens-general-budget_term,valid,4,76,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
125,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|11,Claude Haiku 4.5,tokens-general-budget_term,valid,4,113,0,0,0,False,currency,prompt,,20000.0,20000.0,CHF,False,False,1.0
126,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|15,Claude Haiku 4.5,tokens-general-budget_term,valid,5,97,0,0,0,False,currency,prompt,,30000.0,30000.0,CHF,False,False,1.0
127,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|17,Claude Haiku 4.5,tokens-general-budget_term,valid,5,92,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
128,tokens-general-budget_term|claude-haiku-4-5-20251001|20260824_1054|18,Claude Haiku 4.5,tokens-general-budget_term,valid,6,118,0,0,0,False,currency,prompt,,40000.0,40000.0,CHF,False,False,1.0
